Id,MSSubClass,LotArea,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,SalePrice
455,50,3717,8,1948,541,1236,1,0,1,4,2,225087
456,120,8308,5,1972,670,1098,2,0,2,7,2,205866
457,120,14223,4,1941,878,1458,2,0,3,7,3,203466
458,120,10293,3,1940,567,971,1,1,1,6,2,121567
459,120,14559,6,1999,826,1224,2,0,3,9,0,239687
460,60,16115,6,1941,535,886,1,2,1,4,2,179148
461,60,19082,7,1970,1425,2546,3,0,6,12,3,407735
462,160,7553,7,1954,1207,1533,2,0,4,10,3,303711
463,60,10865,5,1932,609,1147,2,0,2,8,1,189449
464,50,8516,6,1932,1181,1627,2,0,4,10,2,323434
465,160,1500,8,1957,1392,1456,3,1,4,9,1,309154
466,60,13657,5,1952,813,1398,2,0,2,8,1,271126
467,120,13035,6,1977,830,1837,2,1,3,7,2,318573
468,60,8039,8,1996,1286,1912,2,1,4,8,3,411635
469,20,3308,7,1971,1063,1236,2,0,3,7,2,285316
470,160,8771,7,1969,1200,1212,2,0,3,7,2,254292
471,60,13790,5,1935,737,1370,1,1,2,5,0,214932
472,60,16517,5,1949,404,450,2,0,1,7,0,104895
473,50,7293,4,1940,419,719,2,1,1,5,2,125509
474,120,15484,6,1956,1543,2232,3,0,4,9,2,351025
475,120,13301,4,1950,2140,2378,3,0,6,11,3,376422
476,50,12359,7,1942,698,1384,3,0,2,7,1,276901
477,50,4679,7,1964,1317,1817,3,0,4,9,2,356082
478,20,4874,6,1976,1258,1678,3,1,4,9,2,348609
479,160,6761,4,1957,2387,3131,4,0,6,14,1,454895
480,120,9031,2,1950,1489,2102,3,1,4,9,3,263835
481,50,18603,7,1947,1068,1447,2,0,3,7,2,296283
482,50,7519,6,1960,638,1013,1,0,2,7,2,207853
483,160,13970,7,1989,518,671,1,0,1,6,2,180412
484,50,8408,5,1966,1072,1621,2,0,3,8,1,274577
485,20,12627,6,1950,893,1117,2,0,2,8,2,233508
486,160,10216,7,1943,471,768,1,0,1,6,1,165679
487,20,11296,6,1989,890,1175,2,1,3,7,1,265692
488,60,12163,6,1952,657,947,2,0,2,7,3,210001
489,120,9377,7,1958,1882,2400,3,0,5,10,2,423632
490,50,12185,5,1976,1374,1977,2,1,5,10,2,331424
491,160,16052,3,1959,737,1510,3,1,3,8,2,237237
492,20,7106,6,1967,1830,2291,3,0,4,11,3,433833
493,120,15836,3,1956,925,1555,2,0,4,10,1,211544
494,120,9306,7,1944,625,1062,2,1,2,7,0,216297
495,50,8830,7,1988,1512,2314,3,0,4,9,2,377287
496,120,13648,8,1932,1505,1797,2,0,4,8,1,349059
497,50,8964,6,1939,294,970,1,0,2,7,1,153618
498,60,11936,3,2008,1555,1415,2,1,3,9,3,235666
499,50,11515,5,2009,928,1055,1,0,1,5,0,199871
500,20,1500,7,1946,592,789,2,2,1,7,2,225958
501,120,12379,5,1940,1390,2001,3,0,4,10,2,316569
502,120,4015,7,1977,1813,2517,4,1,5,12,2,458258
503,120,4358,7,1934,639,780,1,0,2,6,2,200474
504,50,12149,5,1998,1383,1810,3,0,4,10,2,332318
505,160,12914,5,1993,921,1173,2,1,1,7,1,203601
506,50,15922,6,1943,897,1259,2,0,3,8,1,247982
507,20,5597,7,1979,806,1203,2,0,3,9,2,280277
508,50,7164,5,1955,715,1061,2,0,3,8,1,197028
509,120,12589,8,2001,1042,1540,2,0,3,9,0,326564
510,60,16009,6,1998,958,1078,2,0,3,8,3,223571
511,20,11364,10,1936,1266,1656,2,1,4,10,3,346425
512,60,6549,4,1945,512,1488,2,0,4,8,2,210935
513,20,17278,4,1984,1090,1389,2,0,3,8,0,240864
514,20,9319,7,2007,761,1038,2,0,2,7,2,237161
515,120,9459,7,1985,845,1212,1,1,4,7,2,259511
516,50,4038,6,1933,1267,1911,3,1,4,9,1,328857
517,120,13758,7,1977,1446,1777,2,0,4,9,1,323067
518,120,14336,7,1946,871,1001,1,0,1,6,2,194045
519,120,7323,3,1965,957,1567,2,1,2,7,3,244101
520,60,18380,6,1999,1409,1909,3,0,4,11,2,348083
521,20,7857,7,2009,271,638,1,1,1,4,1,164380
522,160,13313,5,1967,1011,1800,2,1,3,9,2,325200
523,50,11506,5,1991,704,1167,1,1,2,6,2,213741
524,120,1500,7,1977,1425,1814,2,0,5,9,1,337985
525,20,12947,5,1939,951,1114,2,1,3,7,1,225718
526,50,12543,1,1965,489,567,2,1,1,6,1,83120
527,160,2551,8,1958,592,660,1,1,1,5,2,177962
528,160,17363,6,2007,1170,1540,2,0,3,7,2,297898
529,120,12561,7,1933,1040,1651,2,0,3,9,2,281284
530,160,16077,7,1973,805,1040,1,0,2,7,2,238181
531,160,2777,3,1985,1439,1850,2,0,3,9,3,288371
532,50,8653,5,1971,585,642,2,1,1,6,2,118697
533,50,15812,5,1942,1250,1480,2,0,3,7,1,285192
534,120,3442,5,1975,742,879,2,0,1,7,1,172910
535,20,8785,6,1962,883,1172,1,0,1,4,2,235662
536,120,12329,6,1950,1269,1539,2,1,4,10,0,305395
537,60,1974,6,2009,739,1063,2,1,3,7,3,254186
538,160,4553,5,2008,760,1313,2,0,2,7,0,237546
539,20,16719,5,1986,1400,2043,3,0,4,10,1,397234
540,50,10769,6,1998,714,1212,2,0,2,7,2,235968
541,60,15795,6,1999,1245,1953,3,1,5,12,2,359957
542,60,11319,4,1996,618,921,2,1,3,8,2,183665
543,160,21551,6,1977,1112,1793,3,1,4,10,2,334926
544,50,12474,4,2005,1534,2271,3,0,5,11,1,372700
545,20,16214,5,1962,0,450,1,1,1,4,1,118147
546,50,9392,7,1965,805,1096,2,0,1,5,3,241196
547,160,11448,2,1962,1272,1817,2,1,3,7,1,260960
548,60,13388,6,1960,838,1408,2,0,3,7,1,249619
549,160,14135,5,1950,1314,1709,2,1,3,7,2,295928
550,120,10324,1,1956,1006,1197,2,0,2,6,1,163334
551,60,10512,5,2001,802,1560,3,1,3,8,2,287578
552,160,12758,8,1991,865,1433,1,1,3,7,2,301567
553,20,12755,6,1955,1351,2128,3,0,4,10,2,369572
554,20,5887,10,1995,984,1648,3,0,3,10,2,379846
555,20,11512,6,1941,1333,1692,2,1,3,8,1,300988
556,120,11943,6,1951,873,1298,2,0,2,6,2,258430
557,50,6106,5,1946,833,1259,2,0,3,7,0,221940
558,20,14576,5,1936,540,1287,2,0,1,7,0,176819
559,120,12357,5,1997,1319,1722,3,1,4,10,2,304980
560,20,20987,5,1966,682,1293,1,0,3,7,1,211704
561,120,10382,6,1967,1177,1667,3,0,3,10,2,300438
562,20,15612,5,1940,1872,2604,3,0,4,9,2,407327
563,50,12926,5,1930,1625,1972,3,0,4,9,3,353254
564,160,19146,5,1954,704,1343,2,1,3,7,2,212543
565,20,6135,6,1971,957,2145,3,2,4,9,0,347668
566,160,8271,6,1981,943,1300,2,1,2,8,2,256199
567,20,6289,7,1953,639,450,1,0,2,6,1,140208
568,50,10149,5,1982,912,985,1,1,2,5,2,193977
569,160,5438,5,1985,410,532,1,0,1,5,1,116164
570,120,3632,5,1992,842,1330,2,0,2,7,1,218470
571,20,1500,8,2010,1212,1524,2,1,3,7,2,355423
572,20,1500,1,1937,1501,2395,3,1,5,10,2,310515
573,120,13453,6,1988,1265,1686,3,1,4,9,2,369469
574,50,8450,6,1974,1070,1399,2,1,2,7,2,273236
575,60,4948,5,1956,1555,1950,3,0,4,11,2,355208
576,20,7534,5,1981,811,450,1,0,2,5,2,127624
577,120,8124,5,1947,1217,1638,2,1,4,9,2,267803
578,60,6159,7,1945,1251,1919,3,0,4,10,0,385838
579,20,17724,6,1995,511,738,1,0,1,4,2,157306
580,160,16875,6,1934,1162,2115,3,1,4,11,2,327903
581,120,17648,6,1932,1059,1692,2,1,4,8,1,268425
582,160,11306,6,2010,833,1296,2,0,2,6,0,292445
583,50,11762,6,2009,1198,1847,2,1,4,10,1,337747
584,60,7563,2,1999,1922,2707,3,1,5,10,2,403495
585,120,6688,5,1936,978,1610,2,1,3,7,2,258944
586,20,10597,5,1979,1353,1645,2,0,2,8,1,264090
587,20,13435,7,1943,891,1273,2,0,3,8,2,247716
588,60,15880,3,1967,745,1068,2,0,2,7,3,181496
589,160,8043,6,2008,1305,1950,2,0,4,9,1,325849
590,160,4862,5,1976,773,1065,2,0,2,7,1,216266
591,120,13802,8,1962,1234,1552,3,0,4,10,2,363800
592,120,2318,5,1972,728,1264,2,0,2,6,2,222898
593,160,10323,5,1958,1117,1766,2,1,5,11,2,325740
594,120,10901,8,1986,1128,1690,2,0,2,7,2,300373
595,160,8795,5,1934,1199,2059,2,1,4,10,3,277665
596,60,3546,9,1989,725,1247,1,1,3,7,2,295286
597,120,8854,2,1999,875,1373,3,0,2,7,1,199137
598,160,17891,5,1931,858,1001,2,1,2,7,2,204657
599,120,13162,6,1999,943,1281,2,0,3,8,0,258821
600,20,15727,8,1972,1233,1713,1,0,2,7,2,312864
601,20,5022,5,1933,1491,1912,2,1,4,10,1,310141
602,50,11650,8,1985,696,1030,2,0,1,5,2,245294
603,160,10897,6,1988,1449,1971,3,1,3,10,1,349614
604,50,10984,7,1938,1539,2226,3,0,5,12,2,363841
605,160,13001,5,1932,1260,1732,3,1,3,10,1,286120
606,120,11162,5,1977,1645,2500,4,0,4,10,2,432510
607,160,5147,8,1972,336,1108,2,1,2,6,1,235143
608,20,13259,8,1930,578,861,2,0,3,7,3,205521
609,120,14283,6,1986,662,581,1,1,1,6,2,166569
610,20,16437,1,1982,1776,2300,4,1,4,12,1,316550
611,120,16636,4,1945,1474,1858,2,0,5,9,3,311683
612,160,12643,6,1980,1262,1485,2,1,4,10,2,281652
613,160,5357,2,2004,1178,1661,2,0,3,9,2,236872
614,20,3617,5,1984,682,924,2,1,1,6,2,236618
615,60,9478,5,1930,1848,2799,3,0,6,11,0,400472
616,160,14637,7,1957,1050,1582,2,1,4,8,3,334013
617,60,14347,3,1982,1211,1572,3,1,4,11,2,274706
618,120,11732,6,1987,1543,1896,4,0,3,11,1,368113
619,60,10335,6,2002,1211,1767,3,0,4,10,2,325927
620,20,19066,6,1989,1061,1632,2,0,3,7,2,308781
621,50,13083,5,1988,770,1100,2,1,2,6,1,213023
622,50,10107,5,1951,1341,1762,2,0,4,10,1,270398
623,20,7595,7,1937,1492,2503,2,0,6,10,2,430054
624,50,5961,7,1978,1141,2221,3,1,4,11,1,382608
625,20,5518,7,1971,1546,2351,3,0,6,12,3,389239
626,160,5961,8,1956,652,1246,1,1,3,8,2,251872
627,60,11764,7,1968,605,995,2,0,2,7,1,235707
628,50,10418,7,1954,986,1448,2,0,4,10,2,296742
629,160,9033,5,1967,999,1544,2,1,2,7,2,245288
630,50,13814,5,1953,1723,2089,3,0,4,10,2,331338
631,120,18641,6,1953,497,626,2,0,1,5,2,129167
632,20,6794,5,1989,1676,2318,3,1,4,11,3,389717
633,20,7465,6,1979,1114,1432,2,0,3,7,2,277535
634,160,1500,5,1995,698,1290,2,2,4,8,2,273230
635,120,10381,7,1943,875,983,2,2,1,7,1,222363
636,60,9925,6,1982,438,646,1,0,1,4,2,148560
637,120,14517,6,1961,1483,1947,2,0,4,8,2,328259
638,120,10109,9,1977,894,1553,3,1,3,8,2,349852
639,60,7853,5,1968,306,837,2,0,2,8,0,160885
640,60,11367,5,1969,731,835,2,0,1,5,3,188124
641,120,13006,5,1971,1004,1338,2,1,3,7,1,255296
642,50,3220,8,2006,1511,2391,3,0,4,9,2,441992
643,50,15031,6,2005,808,1378,2,1,1,7,2,259721
644,120,16378,6,1937,710,725,1,0,2,6,2,140164
645,50,12963,5,2008,755,1385,3,0,3,9,2,268195
646,60,6294,6,1955,1255,1371,2,0,3,8,2,252522
647,60,9032,5,1941,152,450,1,2,1,5,0,109838
648,50,15822,7,1972,1155,1486,2,1,4,8,2,306283
649,60,6098,7,1980,915,1393,3,1,3,10,1,332529
650,20,13328,7,1992,1424,1880,3,0,4,9,2,347536
651,60,10271,7,1978,1641,2485,3,0,5,12,1,376616
652,120,11220,6,1956,1444,2106,3,0,5,10,2,370952
653,160,6739,7,1938,968,1373,2,0,3,8,2,250697
654,50,11987,5,1968,473,934,2,0,2,7,2,180830
655,50,11665,6,1994,2139,2866,4,1,5,13,2,474083
656,60,3707,5,2000,989,1546,3,0,3,8,2,321626
657,60,10480,3,2000,1024,1522,3,1,3,9,1,253785
658,160,13262,5,1936,872,1502,2,0,3,9,2,223013
659,160,8766,6,2001,671,1618,3,2,3,8,2,346715
660,120,1500,5,2009,972,1439,2,0,2,8,0,273646
661,20,9983,7,1996,1283,1213,2,0,4,8,1,320176
662,120,17099,4,1939,1000,1227,1,0,3,6,1,184359
663,50,8949,5,2000,1044,1497,2,0,4,8,1,280009
664,60,16928,7,1982,812,1229,2,0,2,8,2,244594
665,120,6844,6,1986,802,1140,2,0,2,8,0,219803
666,60,5275,7,1956,1197,1570,3,0,2,7,2,309089
667,60,10477,6,1983,754,1381,1,1,2,6,1,236145
668,120,6798,8,1933,1813,2304,3,1,4,9,1,458410
669,120,11984,6,1952,443,450,2,1,2,8,3,167074
670,160,8823,2,1977,1590,2088,3,0,4,9,2,338992
671,20,17132,5,1971,1597,2169,3,1,5,12,1,334669
672,160,8512,4,1932,318,450,1,1,1,4,2,116276
673,20,10903,8,1932,1055,1335,2,0,4,8,1,241703
674,120,13183,4,1957,1029,1319,2,0,2,7,1,187830
675,20,14803,5,1992,479,776,1,0,2,6,0,129402
676,50,17158,5,2010,670,1106,1,0,3,8,3,217397
677,160,9443,7,1960,670,931,2,0,1,5,2,205732
678,160,8703,5,1939,1982,2434,3,0,5,12,2,404781
679,160,1887,10,1978,1181,2006,3,1,4,9,3,420598
680,60,19687,3,1950,1263,2182,3,1,4,9,3,334306
681,60,12124,4,1982,1354,1893,2,1,3,7,2,282115
682,120,13883,5,2005,654,922,2,1,1,6,2,221599
683,120,13000,7,1983,898,1239,2,0,4,10,1,276355
684,60,10722,7,1986,1283,1771,2,1,4,8,1,387979
685,160,12076,4,1949,570,873,2,1,2,6,2,174245
686,60,7981,3,1978,1590,1889,2,0,3,9,2,276563
687,20,9140,7,1936,683,1388,2,1,2,8,3,249914
688,160,6224,4,1958,773,1318,3,2,3,8,2,220398
689,60,17507,4,1977,1303,1888,3,0,3,9,2,308056
690,120,13026,2,1942,927,1748,3,1,3,9,2,228304
691,60,19392,3,1932,895,1325,2,0,3,7,1,199732
692,50,20833,5,1931,1785,2123,3,0,4,10,2,320212
693,60,4181,3,1945,666,947,2,0,2,8,2,137092
694,160,14933,5,1935,1328,1838,2,1,4,9,2,276191
695,60,4389,7,1974,1051,1826,3,1,4,11,2,330808
696,120,11298,5,2000,835,1352,2,2,3,9,1,275634
697,20,11916,7,1934,1112,1686,2,0,3,9,2,312950
698,50,4707,4,1985,543,858,2,0,2,8,2,123257
699,160,7181,6,2000,1630,2000,3,1,5,11,2,424653
700,120,12121,5,1961,1092,1417,3,1,3,10,2,295073
701,50,11293,7,1978,667,1240,2,0,2,6,1,224725
702,60,5917,4,1942,1489,2065,3,0,4,11,1,331422
703,50,7358,8,1959,891,1145,2,1,1,5,1,247722
704,20,3788,5,1954,747,775,1,1,2,7,2,159382
705,50,5086,5,1989,772,697,2,0,3,9,2,197816
706,50,8828,8,1988,1100,1833,3,0,3,9,2,368761
707,60,14943,6,1957,443,842,2,2,1,7,1,176061
708,60,15514,5,1987,1478,2436,3,1,5,12,0,389901
709,160,18750,8,1949,272,450,1,0,1,5,2,137532
710,60,12409,5,1963,1767,2405,3,0,4,10,2,402694
711,50,11347,4,1934,1315,1625,2,1,4,8,2,227894
712,20,12728,10,1989,1011,1464,2,0,3,8,2,341225
713,60,12685,5,1972,802,1228,1,0,2,5,2,231175
714,160,3225,7,1986,1234,1724,3,0,4,11,1,359660
715,160,18999,5,1986,896,1495,2,0,3,7,3,277487
716,50,1810,7,2004,1841,2094,3,1,4,10,1,414329
717,60,15669,6,1983,812,1574,3,0,3,10,2,270838
718,60,10753,9,2010,1148,1593,2,1,3,7,2,361527
719,160,5597,6,1974,1291,1324,2,0,3,7,2,257659
720,60,12891,2,1966,1040,1485,2,0,3,7,1,244839
721,50,9968,6,1977,1138,1676,3,0,3,10,1,307344
722,20,7428,4,1983,367,617,2,1,1,5,2,147223
723,50,4283,7,1977,532,807,2,1,1,5,1,235707
724,60,3905,7,1935,1580,1905,3,0,4,10,0,332926
725,50,7750,6,1963,724,1604,2,1,3,7,2,233668
726,120,8758,7,1992,1268,1418,2,1,2,8,2,309343
727,120,5052,4,2007,810,1524,2,2,3,8,2,277341
728,60,10673,6,1977,1139,1697,2,0,4,10,1,298571
729,60,5693,5,1952,784,1231,1,1,3,7,2,188329
730,20,12120,6,1942,880,1106,2,0,2,7,1,218479
731,50,16041,3,1976,844,1617,2,0,3,7,3,229098
732,20,11802,7,1973,783,1001,3,2,2,9,2,265389
733,60,10077,4,1961,1574,1729,2,0,4,8,2,264698
734,60,8092,6,1955,189,621,1,0,1,5,3,133873
735,160,17007,2,1982,1472,2055,3,0,4,9,1,314790
736,20,9629,7,1943,1114,1763,3,1,4,10,1,306512
737,60,21706,5,1981,1230,1649,3,1,3,9,2,330166
738,120,5176,6,1965,1424,2030,2,0,3,9,1,336007
739,160,11804,5,1937,1556,2389,2,1,5,11,2,377554
740,50,16857,7,1969,1520,2047,3,0,5,12,1,363307
741,160,7394,5,1951,708,548,1,0,1,6,2,135494
742,50,9437,7,1945,555,843,1,1,1,4,2,150512
743,120,13317,5,1989,959,1186,2,0,3,9,0,218826
744,50,12245,7,1989,836,1528,2,0,3,9,2,298202
745,20,13018,3,1939,1078,1786,3,0,4,11,1,254249
746,50,15721,5,1954,878,1133,2,1,2,7,1,211730
747,50,8939,6,1960,1396,1613,2,0,4,9,2,335652
748,160,16966,3,1950,846,1118,2,1,3,9,2,182649
749,120,2759,5,2010,778,1193,2,1,2,7,2,250540
750,50,15348,8,1962,543,776,2,0,2,7,2,212680
751,20,15662,9,1960,495,1030,2,1,3,7,1,263340
752,160,7014,7,1950,672,805,2,0,2,7,3,181754
753,120,3972,5,1965,860,1002,2,0,1,5,2,195227
754,120,9455,5,1994,1366,2068,3,1,5,11,1,413360
755,60,12317,6,1933,626,1016,1,2,2,7,2,192987
756,20,8992,4,1997,2075,2897,3,0,6,12,2,446887
757,160,12758,8,1933,1162,1773,3,0,4,10,1,361620
758,160,19219,5,1938,1116,1612,3,0,3,8,1,288244
759,20,4358,10,1959,1122,1064,1,0,3,8,0,294061
760,120,1706,6,1974,1272,1882,2,0,4,8,2,319996
761,50,10188,7,1933,783,1212,2,0,2,8,2,251329
762,20,7439,1,1998,988,1579,2,1,3,9,1,218025
763,160,8338,8,1952,2135,2859,4,0,6,12,1,527422
764,20,16201,5,1945,992,1464,2,0,4,9,2,234870
765,120,9957,6,1951,1365,2118,3,1,5,12,2,358548
766,60,10369,7,2001,1039,1145,2,1,2,7,2,274273
767,60,8534,5,1977,1302,1496,2,0,4,8,3,256300
768,50,10325,6,1991,1602,2444,3,0,5,10,2,410129
769,50,11708,6,1989,493,1185,2,1,3,7,2,218769
770,120,23030,5,2009,1907,2466,3,0,5,10,2,394053
771,50,11758,6,1934,1196,1886,3,0,4,11,2,363348
772,60,15732,5,2009,995,1219,2,1,3,7,1,245322
773,120,11338,5,1936,938,1847,3,0,4,10,2,281383
774,120,1500,6,1980,1578,2025,2,0,5,10,2,362045
775,120,7948,6,1994,1070,1841,2,0,4,10,0,304254
776,20,11755,5,1938,614,690,1,0,1,4,1,116896
777,50,13755,8,1974,795,1133,2,0,2,8,2,292400
778,160,11446,7,1976,797,1385,3,2,3,10,1,309249
779,60,14641,6,1996,959,1475,2,0,4,10,1,306503
780,50,3930,6,1953,1411,1840,2,0,4,8,2,346112
781,60,10719,5,1939,1144,1608,2,0,4,9,2,268797
782,50,16475,7,2002,674,813,1,1,2,6,1,212241
783,160,6127,6,2006,1555,1714,2,0,3,9,3,302027
784,60,15542,5,1977,1002,1835,2,0,3,9,0,280726
785,160,15310,6,1964,1556,1808,3,1,4,10,2,344287
786,60,4933,5,1983,1476,2082,3,0,4,10,1,337917
787,20,12020,2,2010,1204,1952,2,0,4,8,2,306962
788,20,11214,7,2000,989,1756,2,0,4,10,1,352061
789,60,9706,6,1945,1000,1478,2,0,3,7,1,276858
790,60,3628,5,1982,615,642,1,0,1,5,1,139569
791,160,9316,6,1969,1195,1740,3,1,3,9,2,302835
792,120,9796,8,1949,1408,1624,2,0,2,7,2,337310
793,60,2857,6,1998,898,1657,2,0,3,8,1,300434
794,50,4626,6,1974,588,844,1,0,1,4,3,184721
795,50,6328,3,1935,437,947,2,0,3,8,1,149470
796,50,5782,5,1998,1512,2067,3,0,4,11,2,364875
797,20,11968,5,1978,1205,1494,2,1,5,10,1,326820
798,160,14601,6,1968,1234,1872,2,0,5,11,2,317214
799,20,9102,7,1931,601,1529,2,1,3,8,2,260156
800,50,13948,5,1968,1106,1530,2,0,3,7,2,290983
801,60,14786,5,1950,1483,2007,3,0,5,12,1,341429
802,50,10116,5,1969,943,1244,2,0,4,8,1,237479
803,60,12336,5,1983,1317,1565,2,0,2,7,2,266149
804,160,9494,8,1941,697,1272,2,0,1,5,1,256419
805,120,5447,6,2010,1022,1286,2,0,2,7,2,260161
806,60,7139,4,1966,1161,1352,1,1,3,6,1,217466
807,20,11967,7,1967,821,1631,2,0,4,8,1,312229
808,50,9954,7,1944,941,1263,2,0,3,9,1,256223
809,50,13817,6,1936,1431,2174,2,0,4,9,3,321284
810,50,2008,4,2007,716,1045,2,0,1,5,2,189781
811,60,3090,5,1979,1053,1416,2,0,3,8,2,279733
812,160,3622,4,1994,811,1284,2,0,2,8,1,229675
813,60,11249,7,1996,1470,2274,3,0,3,8,2,426310
814,20,4298,6,1973,1138,1618,2,1,3,8,2,282969
815,50,11940,6,1960,1243,2056,2,1,5,9,2,367986
816,60,13888,5,1972,319,735,1,0,1,4,1,122191
817,50,17323,5,2006,1280,1655,3,0,3,8,3,288159
818,20,16826,4,1977,1180,1982,2,1,4,8,2,291695
819,120,7370,9,2010,1210,1558,2,0,3,9,3,355054
820,120,2986,5,2010,1535,2074,3,0,3,10,0,376160
821,120,7656,3,1990,559,1243,2,0,2,7,1,190105
822,50,14895,9,2004,1455,2254,3,0,5,11,1,447547
823,60,8746,6,1939,2119,2721,3,1,6,11,2,433837
824,50,10390,7,1958,750,1324,2,0,3,7,1,271497
825,160,7992,3,1977,813,1281,3,0,2,7,2,223414
826,60,17615,6,2010,1677,2278,3,0,4,11,2,410864
827,20,5934,5,1991,1781,2344,3,1,3,8,2,369798
828,120,10800,7,1942,822,1240,2,1,3,8,2,268912
829,60,15487,3,1973,798,1294,2,0,3,7,2,220901
830,60,18786,5,1976,1212,1367,2,0,2,8,2,274228
831,120,7373,7,1993,879,809,2,1,1,5,2,217742
832,20,14823,6,1982,898,1032,1,1,2,7,2,225813
833,50,7654,6,2006,706,987,2,1,3,9,3,230994
834,50,16697,4,2005,632,1111,2,0,2,8,1,182653
835,60,18282,4,1973,897,1496,2,1,3,9,3,272041
836,120,6496,6,1957,1239,1637,2,1,2,7,0,296057
837,160,13440,6,1931,1705,2329,3,0,5,12,2,407138
838,20,15509,9,1986,945,990,1,0,3,7,1,246708
839,50,9175,7,1986,1538,2031,2,0,4,9,1,375486
840,20,12964,6,1963,710,1402,2,1,3,7,2,266050
841,20,13200,7,1987,1231,1489,3,0,3,8,3,303758
842,20,19543,4,1981,1128,1869,3,1,4,11,2,337594
843,120,1630,6,1958,578,925,2,1,1,5,3,187432
844,120,10248,5,1964,1245,1715,2,1,4,10,1,304607
845,120,4873,4,2004,1480,1602,3,1,3,8,1,293306
846,60,10562,7,1977,1800,1773,2,2,4,10,2,347042
847,120,6977,6,1962,1275,1666,2,0,3,7,2,309728
848,60,9352,6,2004,1929,2804,4,1,6,12,0,502867
849,50,6566,5,2002,922,1180,2,0,3,8,3,244096
850,50,11199,6,2007,1024,1236,2,1,2,6,2,260932
851,50,15332,4,1938,773,1187,3,0,3,8,3,210295
852,50,8822,6,1977,1179,1223,2,2,2,8,2,287210
853,50,16937,6,1996,867,1180,1,1,2,6,2,223427
854,120,15197,7,1965,1586,2139,3,1,4,11,2,403687
855,160,19653,5,2000,1701,2260,3,0,3,8,2,379012
856,120,12351,5,1973,926,1215,3,0,3,10,1,241101
857,160,10222,6,1989,905,1078,1,1,1,5,3,187188
858,120,3366,7,1992,1122,1762,3,0,3,10,2,339971
859,50,6982,6,1934,757,1225,2,1,1,5,0,225611
860,20,9564,7,2005,1094,1847,3,0,4,11,1,366572
861,160,10097,10,1969,1213,1621,2,1,3,7,2,337543
862,20,21069,10,1948,643,719,1,0,1,5,2,238955
863,50,9568,7,1976,1711,2327,3,1,4,10,2,449039
864,160,2542,7,1994,2021,2457,3,1,4,11,1,448400
865,20,13490,5,1996,834,1193,2,0,3,8,2,276492
866,120,13229,7,1947,1038,1311,2,0,2,8,2,240252
867,50,8434,5,1979,968,1665,2,0,4,8,1,258293
868,120,20074,9,1959,1113,1690,2,1,3,9,2,326272
869,120,1965,4,1995,1427,1860,3,0,4,9,1,324918
870,50,16122,6,1934,1951,2570,3,1,6,12,1,398862
871,160,9190,6,1971,942,1422,2,0,3,7,2,258230
872,60,6223,5,1934,753,1095,2,0,2,6,3,239858
873,60,21301,5,1979,279,790,1,0,2,5,1,121628
874,50,13815,6,1987,727,1131,1,0,2,5,2,205128
875,60,9157,7,2008,1208,1497,2,0,3,7,1,294848
876,20,9065,6,1937,1823,2457,3,2,5,12,1,411270
877,160,11739,5,1960,960,1243,2,1,2,6,2,220189
878,120,8421,7,1941,1151,1632,2,0,3,7,2,280671
879,120,16348,5,1950,1055,1506,2,1,2,6,0,245239
880,50,10894,5,1991,1377,2138,4,1,4,10,3,390172
881,120,15079,7,1962,2114,2841,4,0,5,11,0,513073
882,20,11435,7,1955,940,1236,2,0,2,6,3,243528
883,20,14414,6,1969,969,1258,2,0,2,7,3,241535
884,50,16554,6,1994,1349,2063,3,0,4,11,2,375787
885,120,18064,5,1988,922,1872,3,2,3,8,1,299347
886,60,12709,6,1944,1936,2484,3,1,5,12,2,416202
887,60,6600,4,1930,1188,1821,3,0,4,10,2,269739
888,160,9723,8,1940,772,1326,2,0,1,6,2,268343
889,50,10382,7,1984,1402,1825,2,1,4,8,2,385346
890,160,7920,6,1931,1397,2097,3,1,5,12,2,345542
891,60,7169,6,1994,1552,1945,3,1,3,8,2,386813
892,60,11285,7,1973,1357,1781,3,1,4,10,3,331640
893,60,6075,6,1945,1575,2075,2,0,4,9,2,344124
894,160,5201,5,1951,1243,2128,3,1,4,11,2,345007
895,50,2875,5,1947,1786,2240,3,1,4,9,2,342027
896,20,12661,6,1976,1345,1855,3,0,3,10,2,318000
897,20,12035,8,2010,932,1427,2,1,3,9,2,304961
898,60,9038,4,1959,1140,1592,2,0,3,8,2,223880
899,50,14974,5,1939,1183,2148,2,0,4,10,1,264666
900,50,6005,6,1987,833,1086,2,0,1,6,2,217426
901,120,12213,7,1991,1010,1708,2,0,3,7,2,314802
902,120,10743,5,2009,672,1308,2,0,3,9,1,242716
903,160,7166,5,1935,796,1530,3,0,3,10,2,263095
904,120,8283,6,1996,1730,2186,3,0,4,9,2,358462
905,160,7937,6,1970,1017,1615,3,0,3,10,2,290369
906,20,11637,3,1972,1353,1539,2,0,4,8,1,294978
907,60,13170,4,2006,464,801,1,0,1,5,2,159779
908,50,8581,6,1947,1026,1906,3,1,4,10,3,343865
909,20,7295,6,1987,1096,1853,2,0,4,10,2,303930
910,20,11117,9,1989,2077,2650,4,0,6,13,1,520524
911,160,3067,6,1956,919,1353,3,1,3,9,3,230606
